"event_id","gene","event_type","state1","state2","n_cells_state1","n_cells_state2","mean_psi_state1","mean_psi_state2","delta_psi","pvalue","padj"
"chr21:26021840:26022042:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Oligodendrocyte","Tumor_NPC",129,170,0.0103306438854612,0.00173010380622837,-0.00860054007923279,0.196050236307506,0.484332420482994
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Fibroblast","T cell",203,113,0.000305601167670133,0,-0.000305601167670133,0.196168046249692,0.484332420482994
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_MES","Tumor_NPC",1562,71,0.995769731560157,1,0.00423026843984342,0.196172568533408,0.484332420482994
"chr5:83519349:83522309:+@chr5:83537007:83542268:+@chr5:83545537:83545650","VCAN","SE","Tumor_MES","Tumor_AC",384,321,0.00354166666666667,0,-0.00354166666666667,0.196387415468516,0.484383580264107
"chr4:87977004:87977097|87979199:87980126:+@chr4:87980393:87980434","SPP1","AFE","Oligodendrocyte","Neuron",791,91,0.961294938485507,0.967741494841688,0.00644655635618074,0.196480332261204,0.484383580264107
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_MES","Tumor_OPC_OL",348,110,0.997880224753862,0.99949494949495,0.00161472474108726,0.196960111364125,0.485211953178046
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Oligodendrocyte","Astrocyte",306,143,4.03453562494957e-05,0.000107037136056021,6.66917798065257e-05,0.197385368148491,0.485904899709086
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_MES","Tumor_NPC",1178,47,0.000296091195764388,0.00709219858156028,0.0067961073857959,0.197615850159429,0.485922439628961
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","APP","SE","Tumor_OPC_OL","Tumor_NPC",50,16,0.943787409700722,1,0.0562125902992776,0.197680447292019,0.485922439628961
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_OPC_N","Tumor_MES",2776,2926,0.999954971181556,0.99999159496366,3.66237821033399e-05,0.199517634858616,0.489976535308453
"chr5:150405085:150405180:-@chr5:150404680:150404767:-@chr5:150402563:150402625","CD74","SE","Macrophage","Fibroblast",3938,14,0.998096930118523,1,0.0019030698814767,0.199622025666015,0.489976535308453
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","MXE","Macrophage","Tumor_Cycling",27,84,1,0.979629859387924,-0.0203701406120761,0.200043500942615,0.489976535308453
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Macrophage","Tumor_OPC_OL",88,447,0.00757575757575758,0.000172087420409568,-0.00740367015534801,0.200150686582176,0.489976535308453
"chr5:150405085:150405180:-@chr5:150404680:150404767:-@chr5:150402563:150402625","CD74","SE","Neutrophil","B cell",20,11,1,0.997683844817603,-0.00231615518239725,0.200200782871217,0.489976535308453
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","MXE","Fibroblast","Neuron",20,11,1,0.948542024013722,-0.0514579759862779,0.200200782871217,0.489976535308453
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55138045:55138292","LGALS3","SE","Tumor_MES","Fibroblast",593,12,0.973134552067359,1,0.0268654479326412,0.200532804106715,0.490433488304465
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55138045:55138292","LGALS3","SE","Tumor_Cycling","Astrocyte",19,33,0.992822966507177,1,0.00717703349282295,0.201264622807968,0.491631481982066
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_AC","Astrocyte",1671,158,0.999889004348627,0.99978227506915,-0.000106729279476525,0.201351045270454,0.491631481982066
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_N","Tumor_OPC_OL",627,341,0.0013766808123181,0,-0.0013766808123181,0.201459656172207,0.491631481982066
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Oligodendrocyte","unassigned",316,140,0.0128941547407668,0.00714285714285714,-0.00575129759790966,0.202575268171273,0.493679698574077
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_AC","unassigned",1630,131,0.00094432288293013,0,-0.00094432288293013,0.202591520748177,0.493679698574077
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SPP1","SE","Macrophage","unassigned",3006,16,0.995134638155976,0.960589895637894,-0.0345447425180816,0.202906596412956,0.494090738018561
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Tumor_OPC_OL","Tumor_AC",225,417,1,0.999386709120099,-0.000613290879901141,0.203237800769336,0.494520261568781
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","unassigned","T cell",139,113,0.00115819432366195,0,-0.00115819432366195,0.203376036461472,0.494520261568781
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SPP1","SE","Tumor_OPC_N","Tumor_Cycling",12,63,0.956814406853746,0.898323999267127,-0.0584904075866189,0.203999727905685,0.495357816629353
"chr8:27614655:27614690|27611601:27611751:-@chr8:27610475:27610600","CLU","AFE","Tumor_NPC","Neuron",270,160,0.033780723055938,0.0179958236444502,-0.0157848994114878,0.204051431769508,0.495357816629353
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_N","Tumor_Cycling",1360,218,0.99904048092667,1,0.000959519073329806,0.204401605332208,0.495357816629353
"chr4:87980046:87980126:+@chr4:87980393:87980688|87981475:87981761","SPP1","ALE","Tumor_AC","Neuron",37,103,0.754242199632991,0.777999733247837,0.0237575336148458,0.204721259148624,0.495357816629353
"chr4:87529045:87529092:-@chr4:87499521:87499585:-@chr4:87494981:87495127","SPARCL1","SE","unassigned","Fibroblast",51,193,1,0.998577491324343,-0.00142250867565685,0.204785172085574,0.495357816629353
"chr13:30462538:30462712:-@chr13:30461496:30461688|30460907:30461533","HMGB1","ALE","Tumor_Cycling","unassigned",73,20,0.141973009866845,0.0396153846153846,-0.102357625251461,0.204803835354456,0.495357816629353
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_AC","T cell",1463,3327,4.49032335317391e-05,0.000917685859663685,0.000872782626131946,0.204984214296932,0.495357816629353
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_MES","Fibroblast",1176,166,0.0733865311023929,0.0515829191159169,-0.021803611986476,0.205038669178656,0.495357816629353
"chr4:87977004:87977097|87979199:87980126:+@chr4:87980393:87980434","SPP1","AFE","Macrophage","Tumor_AC",3219,35,0.972440125077142,0.863349842020846,-0.109090283056296,0.205098985394535,0.495357816629353
"chr13:30465796:30465936|30464161:30464310:-@chr13:30463531:30463694","HMGB1","AFE","Macrophage","T cell",1100,1663,0.0211763523275958,0.0259579571468389,0.00478160481924305,0.205188215599359,0.495357816629353
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Macrophage","Tumor_MES",3908,2926,0.999938777934019,0.99999159496366,5.28170296408836e-05,0.205851841787457,0.496604693375745
"chr4:87975717:87975800|87975829:87975964:+@chr4:87976882:87976949","SPP1","AFE","Oligodendrocyte","T cell",694,68,0.00067394637176491,0,-0.00067394637176491,0.206461205363184,0.49771897721482
"chr4:87975717:87975800|87975829:87975964:+@chr4:87976882:87976949","SPP1","AFE","Tumor_OPC_OL","Tumor_AC",37,22,0,0.000366568914956012,0.000366568914956012,0.207020997219861,0.49826678876618
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Oligodendrocyte","Tumor_NPC",303,74,0.0479258713052997,0.117490774472752,0.069564903167452,0.207219790964477,0.49826678876618
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","unassigned","Fibroblast",16,107,1,0.987435505959208,-0.0125644940407922,0.207250375859365,0.49826678876618
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","APP","SE","Tumor_OPC_N","Fibroblast",175,33,0.936142857142857,0.992094861660079,0.0559520045172219,0.207278984126731,0.49826678876618
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","T cell","Astrocyte",33,144,0.968875749363554,0.99333840571739,0.0244626563538354,0.208726810550273,0.501390025343181
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","T cell","Astrocyte",113,143,0,0.000107037136056021,0.000107037136056021,0.209828744223233,0.503678528985356
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_AC","T cell",107,531,0.998664886515354,0.998116760828625,-0.000548125686728573,0.210260459121469,0.504356111965145
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_OPC_N","Tumor_OPC_OL",90,71,0.977777777777778,1,0.0222222222222223,0.210873729979992,0.50546792520062
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","MXE","Tumor_AC","Tumor_NPC",259,44,0.989291213029342,1,0.0107087869706585,0.211347471441218,0.50624394330313
"chr13:30465796:30465936|30464161:30464310:-@chr13:30463531:30463694","HMGB1","AFE","unassigned","Neuron",82,283,0.0605286312603386,0.0336978735400017,-0.0268307577203369,0.212109417051936,0.50770871102857
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Neutrophil","Tumor_NPC",15,29,1,0.923371647509579,-0.0766283524904214,0.212521045117238,0.508333470780071
"chr5:150404680:150404767:-@chr5:150403121:150403312:-@chr5:150402563:150402625","CD74","SE","Tumor_MES","Oligodendrocyte",189,19,0.171543859342216,0.152936678120906,-0.0186071812213094,0.212996259848859,0.508648747830819
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097","SPP1","SE","Macrophage","T cell",3040,64,0.999504236021401,1,0.000495763978599184,0.213087214933541,0.508648747830819
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Tumor_AC","Astrocyte",1692,158,0.00789765134552738,0.000653325441077608,-0.00724432590444978,0.213104986498601,0.508648747830819
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_Cycling","Tumor_OPC_OL",340,432,0.99975113158779,0.999815430047988,6.42984601982866e-05,0.213341456693329,0.508853297766774
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","MXE","Macrophage","Tumor_MES",27,218,1,0.98288176753385,-0.0171182324661503,0.213797858375502,0.509581759899236
"chr4:87977004:87977097|87979199:87980126:+@chr4:87980393:87980434","SPP1","AFE","Tumor_OPC_OL","Tumor_NPC",65,16,0.981952563855398,1,0.0180474361446021,0.214650853466137,0.510704479847053
"chr4:87529045:87529092:-@chr4:87499521:87499585:-@chr4:87494981:87495127","SPARCL1","SE","T cell","Astrocyte",23,156,1,0.998712498186197,-0.00128750181380277,0.214956936521109,0.510704479847053
"chr5:150405085:150405180:-@chr5:150404680:150404767:-@chr5:150403121:150403312:-@chr5:150402563:150402625","CD74","MXE","Macrophage","Neutrophil",299,14,0.988514054830141,1,0.0114859451698591,0.215204804152836,0.510704479847053
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Oligodendrocyte","Astrocyte",14,158,0,0.00211038591706458,0.00211038591706458,0.215313849998482,0.510704479847053
"chr13:48232612:48232698|48233219:48233477:+@chr13:48253808:48253936","ITM2B","AFE","Macrophage","Astrocyte",3193,94,0.999839322875051,0.999806576402321,-3.27464727297722e-05,0.215317713752548,0.510704479847053
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Tumor_AC","Tumor_NPC",56,29,0.976648351648352,0.923371647509579,-0.0532767041387731,0.215379784338752,0.510704479847053
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_NPC","Fibroblast",123,43,0.128085253072162,0.14628051563087,0.018195262558707,0.215389466781576,0.510704479847053
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_OPC_N","T cell",90,1324,0.977777777777778,0.999164972804406,0.0213871950266284,0.215906090511718,0.510704479847053
"chr4:87977059:87977097:+@chr4:87977662:87977850:+@chr4:87980046:87980126","SPP1","SE","Tumor_MES","Neuron",542,74,0.00379992503979143,0.0020217067461162,-0.00177821829367523,0.215938146636127,0.510704479847053
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Fibroblast","Astrocyte",68,95,0.00344827586206897,0.0140149502163232,0.0105666743542542,0.216031714591959,0.510704479847053
"chr13:30462538:30462712:-@chr13:30461639:30461688:-@chr13:30460895:30461533","HMGB1","SE","Oligodendrocyte","Neuron",15,40,0.0666666666666667,0.218001669777411,0.151335003110745,0.21616635296124,0.510704479847053
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_N","Neuron",627,142,0.0013766808123181,0.000278743424641715,-0.00109793738767638,0.216194773436781,0.510704479847053
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Oligodendrocyte","Tumor_AC",25,893,0.0768181818181818,0.0944331245076867,0.0176149426895049,0.216473060638204,0.510704479847053
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","Macrophage","Oligodendrocyte",3894,17,0.999233575152682,1,0.00076642484731837,0.21653869945515,0.510704479847053
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","Macrophage","Fibroblast",3894,17,0.999233575152682,1,0.00076642484731837,0.21653869945515,0.510704479847053
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_MES","unassigned",1202,16,0.994455767581212,1,0.00554423241878832,0.217267957260094,0.511967533294448
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Oligodendrocyte","Choroid plexus",316,12,0.0128941547407668,0.0833333333333333,0.0704391785925665,0.217586857387061,0.511967533294448
"chr4:87975717:87975800|87975829:87975964:+@chr4:87976882:87976949","SPP1","AFE","Tumor_MES","Neuron",564,56,0.000355615737328797,0,-0.000355615737328797,0.217634889496381,0.511967533294448
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_OPC_N","Tumor_Cycling",337,17,0.984474309822185,1,0.0155256901778154,0.217681010452602,0.511967533294448
"chr8:27614655:27614690|27611146:27611431:-@chr8:27610475:27610600","CLU","AFE","Tumor_OPC_OL","unassigned",465,143,0.064582366535594,0.0414793702956684,-0.0231029962399256,0.217868059200183,0.512050626602103
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_NPC","Neuron",48,152,0.151220826580426,0.0385218107114052,-0.112699015869021,0.218103137496492,0.51207226463048
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Macrophage","Tumor_AC",497,56,0.970768810770382,0.976648351648352,0.00587954087796971,0.218180716011446,0.51207226463048
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Fibroblast","T cell",203,102,0.999616333719336,1,0.000383666280663775,0.219532127697616,0.514614163718359
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_N","Tumor_Cycling",627,315,0.0013766808123181,0,-0.0013766808123181,0.219568709853166,0.514614163718359
"chr8:27614655:27614690|27611601:27611751:-@chr8:27610475:27610600","CLU","AFE","Macrophage","T cell",87,115,0,0.0173913043478261,0.0173913043478261,0.22018261334159,0.515694878575896
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_MES","T cell",2619,102,0.999646951330215,1,0.000353048669784917,0.220749748773908,0.516538240054269
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Macrophage","Tumor_Cycling",87,351,0,0.00599735744663281,0.00599735744663281,0.220895930587517,0.516538240054269
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Macrophage","Choroid plexus",1172,10,0.990370295164172,1,0.00962970483582826,0.221001842559515,0.516538240054269
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SPP1","SE","Macrophage","Tumor_AC",2516,11,0.992383038963896,1,0.00761696103610376,0.221355618839881,0.516938409839533
"chr5:83512103:83512396:+@chr5:83519349:83522309:+@chr5:83537007:83542268:+@chr5:83545537:83545650","VCAN","MXE","Tumor_OPC_OL","Tumor_AC",287,143,0.997074567952984,1,0.00292543204701645,0.221479389815693,0.516938409839533
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Neuron","Astrocyte",158,158,0.00984165407117296,0.000653325441077608,-0.00918832863009535,0.221859567668901,0.517467892800649
"chr4:87529045:87529241:-@chr4:87528126:87528233:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_N","Astrocyte",651,136,0.000247757791982558,3.66425640023451e-05,-0.000211115227980213,0.222508876692325,0.518623935660633
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Fibroblast","T cell",220,40,0.0013444991886139,0,-0.0013444991886139,0.222971325328038,0.519288604409805
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_OPC_OL","Neuron",1103,239,0.00113308256261492,0.00249302649930265,0.00135994393668773,0.223101770783472,0.519288604409805
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Macrophage","unassigned",87,131,0.00155327741534638,0,-0.00155327741534638,0.223329712883746,0.519460910394653
"chr8:27614655:27614690|27611601:27611751:-@chr8:27610475:27610600","CLU","AFE","unassigned","Astrocyte",141,158,0.0327213980278193,0.00292648242502653,-0.0297949156027928,0.223588999879239,0.519705836496165
"chr13:48232612:48232698|48233219:48233477:+@chr13:48253808:48253936","ITM2B","AFE","Macrophage","Tumor_NPC",3193,471,0.999839322875051,1,0.00016067712494916,0.224071475190645,0.520468842923901
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Neutrophil","Tumor_NPC",321,475,0.999986965419257,1,1.30345807427545e-05,0.224790066254416,0.521339329613925
"chr4:87529045:87529241:-@chr4:87528126:87528233:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_OL","Tumor_AC",345,1408,0,0.000535752982592046,0.000535752982592046,0.22488108325938,0.521339329613925
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Neutrophil","Choroid plexus",27,17,1,0.988795518207283,-0.011204481792717,0.224909648568259,0.521339329613925
"chr13:30462538:30462712:-@chr13:30461639:30461688:-@chr13:30460895:30461533","HMGB1","SE","Oligodendrocyte","Astrocyte",15,24,0.0666666666666667,0,-0.0666666666666667,0.225433368305075,0.522194658908462
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_AC","Choroid plexus",359,28,0.0123353150511925,0,-0.0123353150511925,0.226664952410302,0.524687389838662
"chr5:150405085:150405180:-@chr5:150404680:150404767:-@chr5:150402563:150402625","CD74","SE","Oligodendrocyte","B cell",18,11,1,0.997683844817603,-0.00231615518239725,0.226994418738,0.52508989941107
"chr2:223982681:223982781:-@chr2:223980311:223980397:-@chr2:223977544:223977627","SERPINE2","SE","Tumor_NPC","Neuron",76,51,1,0.980392156862745,-0.0196078431372549,0.228329346265679,0.527816125785388
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_OL","Oligodendrocyte",445,306,0,4.03453562494957e-05,4.03453562494957e-05,0.228894188652834,0.528759676046074
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","unassigned","Astrocyte",140,158,0.00714285714285714,0.000653325441077608,-0.00648953170177954,0.229435381186897,0.529349363995365
"chr13:30462538:30462712:-@chr13:30461496:30461688|30460907:30461533","HMGB1","ALE","Tumor_OPC_N","Tumor_AC",12,11,0.361607142857143,0.612947658402204,0.251340515545061,0.229463146525991,0.529349363995365
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_OPC_OL","Choroid plexus",293,17,0.989430969835275,0.988795518207283,-0.0006354516279925,0.229634328685691,0.529382417564349
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Neuron","T cell",156,113,0.000307285307285307,0,-0.000307285307285307,0.229931717653065,0.52970617548061
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Oligodendrocyte","Tumor_AC",300,1671,1,0.999889004348627,-0.000110995651373069,0.230110430346619,0.52975627723045
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_N","Oligodendrocyte",582,306,0.000552246176796644,0.000525807159410963,-2.64390173856817e-05,0.231304620447641,0.532142531704696
"chr21:26021840:26022042:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Tumor_MES","Tumor_Cycling",88,89,0.0470959595959596,0.0230574784615206,-0.024038481134439,0.232083139482747,0.533346184315665
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Macrophage","Tumor_AC",60,1545,0,0.00140474912761619,0.00140474912761619,0.232143865113989,0.533346184315665
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_OPC_N","Tumor_MES",627,348,0.995631274563602,0.997880224753862,0.00224895019026017,0.232419966542745,0.53361727012365
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_Cycling","unassigned",314,16,0.995917462389405,1,0.00408253761059485,0.23279298189078,0.534046972376801
"chr8:27614655:27614690|27611601:27611751:-@chr8:27610475:27610600","CLU","AFE","Tumor_MES","Astrocyte",2638,158,0.0125136672096741,0.00292648242502653,-0.00958718478464761,0.232923598026267,0.534046972376801
"chr2:223982681:223982781:-@chr2:223980311:223980400:-@chr2:223977544:223977627","SERPINE2","SE","Neuron","Astrocyte",12,19,0.916666666666667,1,0.0833333333333334,0.233230222782185,0.534386966659793
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","APP","SE","Tumor_OPC_OL","Fibroblast",50,33,0.943787409700722,0.992094861660079,0.0483074519593567,0.233389515732682,0.534389155765131
"chr4:87977059:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981798","SPP1","MXE","Macrophage","Oligodendrocyte",166,81,0.546861242395889,0.609404962009607,0.0625437196137174,0.233606077237619,0.534522380119976
"chr5:150404680:150404767:-@chr5:150403121:150403312:-@chr5:150402563:150402625","CD74","SE","Fibroblast","B cell",14,11,0.261468297913481,0.100999470244104,-0.160468827669377,0.234202040063311,0.535424104942139
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_MES","T cell",726,80,0.124068490515914,0.195495014245014,0.0714265237290998,0.234317452740604,0.535424104942139
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","unassigned","B cell",16,10,1,0.984615384615385,-0.0153846153846153,0.235679913429038,0.538173009352505
"chr4:87980046:87980126:+@chr4:87980393:87980688|87981475:87981761","SPP1","ALE","Tumor_NPC","Neuron",20,103,0.766663011695906,0.777999733247837,0.0113367215519303,0.235867374217423,0.538236908711157
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_N","Tumor_AC",577,1646,0,0.000290095730715325,0.000290095730715325,0.23624447243482,0.538733171937511
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_MES","Tumor_Cycling",348,102,0.997880224753862,0.998102466793169,0.000222242039306542,0.237215271394862,0.539772303747368
"chr5:150404680:150404767:-@chr5:150403121:150403312:-@chr5:150402563:150402625","CD74","SE","Tumor_MES","B cell",189,11,0.171543859342216,0.100999470244104,-0.0705443890981116,0.237301302364514,0.539772303747368
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_AC","unassigned",89,29,0.98683836673431,0.98202770943778,-0.00481065729653074,0.237337462489228,0.539772303747368
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_AC","Neuron",89,29,0.98683836673431,0.984136404358874,-0.00270196237543663,0.237339881114398,0.539772303747368
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","unassigned","Fibroblast",27,18,1,0.996296296296296,-0.00370370370370365,0.238245323131779,0.541466643481316
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_NPC","Fibroblast",86,45,0.995771670190275,0.986856028961292,-0.0089156412289827,0.23864381435429,0.54200731725823
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Oligodendrocyte","Tumor_NPC",306,258,4.03453562494957e-05,0.00106688157483751,0.00102653621858802,0.238953597556675,0.542345925859973
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_OPC_N","Fibroblast",2368,43,0.117778909542351,0.14628051563087,0.0285016060885184,0.239659623228978,0.543284855444568
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SPP1","SE","Macrophage","Tumor_OPC_N",3006,12,0.995134638155976,1,0.0048653618440242,0.239689229557618,0.543284855444568
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Choroid plexus","Astrocyte",12,158,0.0833333333333333,0.000653325441077608,-0.0826800078922557,0.240237346367813,0.544161774490851
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Neutrophil","Neuron",15,21,1,0.915750915750916,-0.0842490842490843,0.241286618568704,0.546171923319502
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Macrophage","Neutrophil",497,15,0.970768810770382,1,0.0292311892296181,0.241726349952555,0.546800557030746
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55138045:55138292","LGALS3","SE","Tumor_MES","Tumor_AC",593,10,0.973134552067359,1,0.0268654479326412,0.2426162223506,0.548140350923197
"chr13:30462538:30462712:-@chr13:30461639:30461688:-@chr13:30460895:30461533","HMGB1","SE","Tumor_MES","Neuron",12,40,0.0755208333333333,0.218001669777411,0.142480836444078,0.242643462008669,0.548140350923197
