"id","event_type","gene_id","gene_short_name","gene_type","event_name_simple","source_object","gene_column"
"chr5:150406881:150406960:-@chr5:150406259:150406321:-@chr5:150403121:150404767","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466356","splice_feature","gene_short_name"
"chr5:150406881:150406960:-@chr5:150406259:150406321:-@chr5:150405085:150405180","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466357","splice_feature","gene_short_name"
"chr5:150407152:150407324:-@chr5:150406259:150406321:-@chr5:150405085:150405180","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466358","splice_feature","gene_short_name"
"chr5:150412625:150412751:-@chr5:150406259:150406321:-@chr5:150405085:150405180","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466359","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150406881:150406960:-@chr5:150402563:150402625","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466360","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150406881:150406960:-@chr5:150403121:150403312","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466361","splice_feature","gene_short_name"
"chr5:150407152:150407324:-@chr5:150406881:150406960:-@chr5:150405085:150405180","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466362","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150406881:150406960:-@chr5:150405085:150405180","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466363","splice_feature","gene_short_name"
"chr5:150407152:150407324:-@chr5:150406881:150406960:-@chr5:150405085:150406321","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466364","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150406881:150406960:-@chr5:150405085:150406321","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466365","splice_feature","gene_short_name"
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466366","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150407152:150407324:-@chr5:150405085:150405180","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466367","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150407152:150407324:-@chr5:150406259:150406321","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466368","splice_feature","gene_short_name"
"chr5:150412625:150412746:-@chr5:150407152:150407324:-@chr5:150406705:150406960","SE","ENSG00000019582.17","CD74","protein_coding","CD74_SE_id466369","splice_feature","gene_short_name"
"chr1:230702355:230703329:-@chr1:230696682:230696839:-@chr1:230692511:230694439","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542767","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230696682:230696839:-@chr1:230692511:230694439","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542768","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230702355:230703329:-@chr1:230692511:230694439","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542769","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230702355:230703329:-@chr1:230696682:230696839","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542770","splice_feature","gene_short_name"
"chr1:230705933:230706200:-@chr1:230704193:230704337:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542771","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230704193:230704337:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542772","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230704193:230704337:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542773","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230704193:230706200:-@chr1:230702355:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542774","splice_feature","gene_short_name"
"chr1:230714086:230714566:-@chr1:230704193:230706200:-@chr1:230702355:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542775","splice_feature","gene_short_name"
"chr1:230705933:230706200:-@chr1:230704202:230704337:-@chr1:230703141:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542776","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230704202:230704337:-@chr1:230703141:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542777","splice_feature","gene_short_name"
"chr1:230714086:230714566:-@chr1:230704202:230704337:-@chr1:230703141:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542778","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230705338:230706200:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542779","splice_feature","gene_short_name"
"chr1:230714086:230714566:-@chr1:230705338:230706200:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542780","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230705933:230706200:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542781","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230705933:230706200:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542782","splice_feature","gene_short_name"
"chr1:230709107:230709426:-@chr1:230705933:230706200:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542783","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230705933:230706200:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542784","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230705933:230706200:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542785","splice_feature","gene_short_name"
"chr1:230714086:230714566:-@chr1:230705933:230710853:-@chr1:230702355:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542786","splice_feature","gene_short_name"
"chr1:230714086:230714566:-@chr1:230705933:230710853:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542787","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230709107:230709426:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542788","splice_feature","gene_short_name"
"chr1:230709995:230710853:-@chr1:230709107:230709426:-@chr1:230705933:230706200","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542789","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230709995:230710853:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542790","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230709995:230710853:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542791","splice_feature","gene_short_name"
"chr1:230713283:230713369:-@chr1:230709995:230710853:-@chr1:230704193:230706200","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542792","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230709995:230710853:-@chr1:230704193:230706200","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542793","splice_feature","gene_short_name"
"chr1:230714086:230714145:-@chr1:230709995:230710978:-@chr1:230702155:230703329","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542794","splice_feature","gene_short_name"
"chr1:230714086:230714145:-@chr1:230709995:230710978:-@chr1:230704193:230704337","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542795","splice_feature","gene_short_name"
"chr1:230713283:230713369:-@chr1:230709995:230710978:-@chr1:230705933:230706200","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542796","splice_feature","gene_short_name"
"chr1:230714086:230714145:-@chr1:230709995:230710978:-@chr1:230705933:230706200","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542797","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230713283:230713369:-@chr1:230705933:230706200","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542798","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230713283:230713369:-@chr1:230709995:230710853","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542799","splice_feature","gene_short_name"
"chr1:230714086:230714122:-@chr1:230713283:230713369:-@chr1:230709995:230710978","SE","ENSG00000135744.9","AGT","protein_coding","AGT_SE_id542800","splice_feature","gene_short_name"
"chr2:223980311:223980397:-@chr2:223977544:223977627:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546031","splice_feature","gene_short_name"
"chr2:223982681:223982781:-@chr2:223977544:223977627:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546032","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223977544:223977627:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546033","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223977544:223977627:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546034","splice_feature","gene_short_name"
"chr2:223998115:223998342:-@chr2:223977544:223977627:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546035","splice_feature","gene_short_name"
"chr2:223984752:223985068:-@chr2:223977544:223982780:-@chr2:223975153:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546036","splice_feature","gene_short_name"
"chr2:223982681:223982781:-@chr2:223980311:223980397:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546037","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223980311:223980397:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546038","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223980311:223980397:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546039","splice_feature","gene_short_name"
"chr2:223982681:223982781:-@chr2:223980311:223980397:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546040","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223980311:223980397:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546041","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223980311:223980397:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546042","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223980311:223980397:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546043","splice_feature","gene_short_name"
"chr2:223982681:223982781:-@chr2:223980311:223980400:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546044","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223980311:223980400:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546045","splice_feature","gene_short_name"
"chr2:223982681:223982781:-@chr2:223980311:223980400:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546046","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223980311:223980400:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546047","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223982681:223982781:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546048","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223982681:223982781:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546049","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223982681:223982781:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546050","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223982681:223982781:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546051","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223982681:223982781:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546052","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223982681:223982781:-@chr2:223980311:223980397","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546053","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223982681:223982781:-@chr2:223980311:223980397","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546054","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223982681:223982781:-@chr2:223980311:223980397","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546055","splice_feature","gene_short_name"
"chr2:223984752:223984950:-@chr2:223982681:223982781:-@chr2:223980311:223980400","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546056","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223984752:223984950:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546057","splice_feature","gene_short_name"
"chr2:223998115:223998342:-@chr2:223984752:223984950:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546058","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223984752:223984950:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546059","splice_feature","gene_short_name"
"chr2:223998115:223998342:-@chr2:223984752:223984950:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546060","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223984752:223984950:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546061","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223984752:223984950:-@chr2:223980311:223980397","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546062","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223984752:223984950:-@chr2:223980311:223980397","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546063","splice_feature","gene_short_name"
"chr2:223991803:223992000:-@chr2:223984752:223984950:-@chr2:223982681:223982781","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546064","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223984752:223984950:-@chr2:223982681:223982781","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546065","splice_feature","gene_short_name"
"chr2:223998115:223998342:-@chr2:223991803:223992000:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546066","splice_feature","gene_short_name"
"chr2:224038490:224038804:-@chr2:223991803:223992000:-@chr2:223975045:223975904","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546067","splice_feature","gene_short_name"
"chr2:223998115:223998342:-@chr2:223991803:223992000:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546068","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223991803:223992000:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546069","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223991803:223992000:-@chr2:223980311:223980397","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546070","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223991803:223992000:-@chr2:223982681:223982781","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546071","splice_feature","gene_short_name"
"chr2:223998115:223998342:-@chr2:223991803:223992000:-@chr2:223984752:223984950","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546072","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223991803:223992000:-@chr2:223984752:223984950","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546073","splice_feature","gene_short_name"
"chr2:224039099:224039286:-@chr2:223991803:223992000:-@chr2:223984752:223984950","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546074","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223998115:223998342:-@chr2:223977544:223977627","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546075","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223998115:223998342:-@chr2:223984752:223984950","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546076","splice_feature","gene_short_name"
"chr2:224039099:224039286:-@chr2:223998115:223998342:-@chr2:223984752:223984950","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546077","splice_feature","gene_short_name"
"chr2:224001642:224001922:-@chr2:223998115:223998342:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546078","splice_feature","gene_short_name"
"chr2:224030072:224030207:-@chr2:223998115:223998342:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546079","splice_feature","gene_short_name"
"chr2:224039099:224039286:-@chr2:223998115:223998342:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546080","splice_feature","gene_short_name"
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223984752:223984950","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546081","splice_feature","gene_short_name"
"chr2:224030072:224030207:-@chr2:224001642:224001922:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546082","splice_feature","gene_short_name"
"chr2:224038490:224038804:-@chr2:224001642:224001922:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546083","splice_feature","gene_short_name"
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546084","splice_feature","gene_short_name"
"chr2:224030072:224030207:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546085","splice_feature","gene_short_name"
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546086","splice_feature","gene_short_name"
"chr2:224013855:224013949:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546087","splice_feature","gene_short_name"
"chr2:224030072:224030207:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546088","splice_feature","gene_short_name"
"chr2:224038490:224038804:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546089","splice_feature","gene_short_name"
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546090","splice_feature","gene_short_name"
"chr2:224038490:224038804:-@chr2:224030072:224030207:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546091","splice_feature","gene_short_name"
"chr2:224039099:224039318:-@chr2:224030072:224030207:-@chr2:223991803:223992000","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546092","splice_feature","gene_short_name"
"chr2:224039099:224039318:-@chr2:224030072:224030207:-@chr2:223998115:223998342","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546093","splice_feature","gene_short_name"
"chr2:224030976:224031478:-@chr2:224030072:224030207:-@chr2:224001642:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546094","splice_feature","gene_short_name"
"chr2:224038490:224038804:-@chr2:224030072:224030207:-@chr2:224001642:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546095","splice_feature","gene_short_name"
"chr2:224039099:224039318:-@chr2:224030072:224030207:-@chr2:224001642:224001922","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546096","splice_feature","gene_short_name"
"chr2:224038490:224038804:-@chr2:224030072:224030207:-@chr2:224010343:224010386","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546097","splice_feature","gene_short_name"
"chr2:224039099:224039318:-@chr2:224030072:224030207:-@chr2:224010343:224010386","SE","ENSG00000135919.14","SERPINE2","protein_coding","SERPINE2_SE_id546098","splice_feature","gene_short_name"
"chr2:216678850:216679079:-@chr2:216678112:216678231:-@chr2:216672105:216676882","SE","ENSG00000115461.5","IGFBP5","protein_coding","IGFBP5_SE_id653611","splice_feature","gene_short_name"
"chr2:216694439:216695549:-@chr2:216678112:216678231:-@chr2:216672105:216676882","SE","ENSG00000115461.5","IGFBP5","protein_coding","IGFBP5_SE_id653612","splice_feature","gene_short_name"
"chr2:216694439:216695549:-@chr2:216678850:216679079:-@chr2:216672105:216676882","SE","ENSG00000115461.5","IGFBP5","protein_coding","IGFBP5_SE_id653613","splice_feature","gene_short_name"
"chr2:216694439:216695549:-@chr2:216678850:216679079:-@chr2:216678112:216678231","SE","ENSG00000115461.5","IGFBP5","protein_coding","IGFBP5_SE_id653614","splice_feature","gene_short_name"
"chr4:87480372:87480520:-@chr4:87479430:87479578:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660898","splice_feature","gene_short_name"
"chr4:87482424:87482560:-@chr4:87479430:87479578:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660899","splice_feature","gene_short_name"
"chr4:87490273:87490393:-@chr4:87479430:87479578:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660900","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87479430:87479578:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660901","splice_feature","gene_short_name"
"chr4:87529045:87529092:-@chr4:87479430:87479578:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660902","splice_feature","gene_short_name"
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660903","splice_feature","gene_short_name"
"chr4:87490273:87490393:-@chr4:87480372:87480520:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660904","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87480372:87480520:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660905","splice_feature","gene_short_name"
"chr4:87491618:87491690:-@chr4:87480372:87480520:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660906","splice_feature","gene_short_name"
"chr4:87493582:87494598:-@chr4:87480372:87480520:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660907","splice_feature","gene_short_name"
"chr4:87529045:87529092:-@chr4:87480372:87480520:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660908","splice_feature","gene_short_name"
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660909","splice_feature","gene_short_name"
"chr4:87490273:87490393:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660910","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660911","splice_feature","gene_short_name"
"chr4:87529045:87529092:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660912","splice_feature","gene_short_name"
"chr4:87490273:87490393:-@chr4:87482424:87482560:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660913","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87482424:87482560:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660914","splice_feature","gene_short_name"
"chr4:87491618:87491690:-@chr4:87482424:87482560:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660915","splice_feature","gene_short_name"
"chr4:87529045:87529092:-@chr4:87482424:87482560:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660916","splice_feature","gene_short_name"
"chr4:87490273:87490393:-@chr4:87482424:87482560:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660917","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87482424:87482560:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660918","splice_feature","gene_short_name"
"chr4:87529045:87529092:-@chr4:87482424:87482560:-@chr4:87479430:87479578","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660919","splice_feature","gene_short_name"
"chr4:87490273:87490393:-@chr4:87482424:87482560:-@chr4:87480372:87480520","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660920","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87482424:87482560:-@chr4:87480372:87480520","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660921","splice_feature","gene_short_name"
"chr4:87491618:87491690:-@chr4:87482424:87482560:-@chr4:87480372:87480520","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660922","splice_feature","gene_short_name"
"chr4:87494981:87495127:-@chr4:87482424:87482560:-@chr4:87480372:87480520","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660923","splice_feature","gene_short_name"
"chr4:87529045:87529092:-@chr4:87482424:87482560:-@chr4:87480372:87480520","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660924","splice_feature","gene_short_name"
"chr4:87490760:87490878:-@chr4:87490273:87490393:-@chr4:87473335:87473803","SE","ENSG00000152583.13","SPARCL1","protein_coding","SPARCL1_SE_id660925","splice_feature","gene_short_name"
